10451;1997-02-19 00:00:00.000;65;Condiments;2;New Orleans Cajun Delights;USA;470,40;Germany
10451;1997-02-19 00:00:00.000;77;Condiments;12;Plutzer Lebensmittelgroßmärkte AG;Germany;572,00;Germany
10452;1997-02-20 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;546,00;USA
10452;1997-02-20 00:00:00.000;44;Condiments;20;Leka Trading;Singapore;1550,00;USA
10453;1997-02-21 00:00:00.000;48;Confections;22;Zaanse Snoepfabriek;Netherlands;153,00;UK
10453;1997-02-21 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;300,00;UK
10454;1997-02-21 00:00:00.000;16;Confections;7;Pavlova, Ltd.;Australia;278,00;France
10454;1997-02-21 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;40,00;France
10454;1997-02-21 00:00:00.000;46;Seafood;21;Lyngbysild;Denmark;96,00;France
10455;1997-02-24 00:00:00.000;39;Beverages;18;Aux joyeux ecclésiastiques;France;288,00;Finland
10455;1997-02-24 00:00:00.000;53;Meat/Poultry;24;G'day, Mate;Australia;1310,00;Finland
10455;1997-02-24 00:00:00.000;61;Condiments;29;Forêts d'érables;Canada;570,00;Finland
10455;1997-02-24 00:00:00.000;71;Dairy Products;15;Norske Meierier;Norway;516,00;Finland
10456;1997-02-25 00:00:00.000;21;Confections;8;Specialty Biscuits, Ltd.;UK;320,00;Germany
10456;1997-02-25 00:00:00.000;49;Confections;23;Karkki Oy;Finland;336,00;Germany
10457;1997-02-25 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;1584,00;Germany
10458;1997-02-26 00:00:00.000;26;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;747,00;Belgium
10458;1997-02-26 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;1092,00;Belgium
10458;1997-02-26 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;736,00;Belgium
10458;1997-02-26 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;456,00;Belgium
10458;1997-02-26 00:00:00.000;71;Dairy Products;15;Norske Meierier;Norway;860,00;Belgium
10459;1997-02-27 00:00:00.000;7;Produce;3;Grandma Kelly's Homestead;USA;384,00;France
10459;1997-02-27 00:00:00.000;46;Seafood;21;Lyngbysild;Denmark;192,00;France
10459;1997-02-27 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;1112,00;France
10460;1997-02-28 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;210,00;Sweden
10460;1997-02-28 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;24,80;Sweden
10461;1997-02-28 00:00:00.000;21;Confections;8;Specialty Biscuits, Ltd.;UK;320,00;Venezuela
10461;1997-02-28 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;579,60;Venezuela
10461;1997-02-28 00:00:00.000;55;Meat/Poultry;25;Ma Maison;Canada;1152,00;Venezuela
10462;1997-03-03 00:00:00.000;13;Seafood;6;Mayumi's;Japan;4,80;UK
10462;1997-03-03 00:00:00.000;23;Grains/Cereals;9;PB Knäckebröd AB;Sweden;151,20;UK
10463;1997-03-04 00:00:00.000;19;Confections;8;Specialty Biscuits, Ltd.;UK;153,30;Belgium
10463;1997-03-04 00:00:00.000;42;Grains/Cereals;20;Leka Trading;Singapore;560,00;Belgium
10464;1997-03-04 00:00:00.000;4;Condiments;2;New Orleans Cajun Delights;USA;281,60;Portugal
10464;1997-03-04 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;110,40;Portugal
10464;1997-03-04 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;912,00;Portugal
10464;1997-03-04 00:00:00.000;60;Dairy Products;28;Gai pâturage;France;544,00;Portugal
10465;1997-03-05 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;90,00;Denmark
10465;1997-03-05 00:00:00.000;29;Meat/Poultry;12;Plutzer Lebensmittelgroßmärkte AG;Germany;1782,00;Denmark
10465;1997-03-05 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;294,00;Denmark
10465;1997-03-05 00:00:00.000;45;Seafood;21;Lyngbysild;Denmark;228,00;Denmark
10465;1997-03-05 00:00:00.000;50;Confections;23;Karkki Oy;Finland;325,00;Denmark
10466;1997-03-06 00:00:00.000;11;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;168,00;Brazil
10466;1997-03-06 00:00:00.000;46;Seafood;21;Lyngbysild;Denmark;48,00;Brazil
10467;1997-03-06 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;100,80;Italy
10467;1997-03-06 00:00:00.000;25;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;134,40;Italy
10468;1997-03-07 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;165,60;Germany
10468;1997-03-07 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;552,00;Germany
10469;1997-03-10 00:00:00.000;2;Beverages;1;Exotic Liquids;UK;608,00;USA
10469;1997-03-10 00:00:00.000;16;Confections;7;Pavlova, Ltd.;Australia;486,50;USA
10469;1997-03-10 00:00:00.000;44;Condiments;20;Leka Trading;Singapore;31,00;USA
10470;1997-03-11 00:00:00.000;18;Seafood;7;Pavlova, Ltd.;Australia;1500,00;France
10470;1997-03-11 00:00:00.000;23;Grains/Cereals;9;PB Knäckebröd AB;Sweden;108,00;France
10470;1997-03-11 00:00:00.000;64;Grains/Cereals;12;Plutzer Lebensmittelgroßmärkte AG;Germany;212,80;France
10471;1997-03-11 00:00:00.000;7;Produce;3;Grandma Kelly's Homestead;USA;720,00;UK
10471;1997-03-11 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;608,00;UK
10472;1997-03-12 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;288,00;UK
10472;1997-03-12 00:00:00.000;51;Produce;24;G'day, Mate;Australia;763,20;UK
10473;1997-03-13 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;24,00;UK
10473;1997-03-13 00:00:00.000;71;Dairy Products;15;Norske Meierier;Norway;206,40;UK
10474;1997-03-13 00:00:00.000;14;Produce;6;Mayumi's;Japan;223,20;Mexico
10474;1997-03-13 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;655,20;Mexico
10474;1997-03-13 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;308,70;Mexico
10474;1997-03-13 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;62,00;Mexico
10475;1997-03-14 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;350,00;Belgium
10475;1997-03-14 00:00:00.000;66;Condiments;2;New Orleans Cajun Delights;USA;816,00;Belgium
10475;1997-03-14 00:00:00.000;76;Beverages;23;Karkki Oy;Finland;604,80;Belgium
10476;1997-03-17 00:00:00.000;55;Meat/Poultry;25;Ma Maison;Canada;38,40;Venezuela
10476;1997-03-17 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;144,00;Venezuela
10477;1997-03-17 00:00:00.000;1;Beverages;1;Exotic Liquids;UK;216,00;Portugal
10477;1997-03-17 00:00:00.000;21;Confections;8;Specialty Biscuits, Ltd.;UK;168,00;Portugal
10477;1997-03-17 00:00:00.000;39;Beverages;18;Aux joyeux ecclésiastiques;France;288,00;Portugal
10478;1997-03-18 00:00:00.000;10;Seafood;4;Tokyo Traders;Japan;496,00;France
10479;1997-03-19 00:00:00.000;38;Beverages;18;Aux joyeux ecclésiastiques;France;6324,00;USA
10479;1997-03-19 00:00:00.000;53;Meat/Poultry;24;G'day, Mate;Australia;733,60;USA
10479;1997-03-19 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;2640,00;USA
10479;1997-03-19 00:00:00.000;64;Grains/Cereals;12;Plutzer Lebensmittelgroßmärkte AG;Germany;798,00;USA
10480;1997-03-20 00:00:00.000;47;Confections;22;Zaanse Snoepfabriek;Netherlands;228,00;France
10480;1997-03-20 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;528,00;France
10481;1997-03-20 00:00:00.000;49;Confections;23;Karkki Oy;Finland;384,00;Brazil
10481;1997-03-20 00:00:00.000;60;Dairy Products;28;Gai pâturage;France;1088,00;Brazil
10482;1997-03-21 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;147,00;USA
10483;1997-03-24 00:00:00.000;34;Beverages;16;Bigfoot Breweries;USA;392,00;USA
10483;1997-03-24 00:00:00.000;77;Condiments;12;Plutzer Lebensmittelgroßmärkte AG;Germany;312,00;USA
10484;1997-03-24 00:00:00.000;21;Confections;8;Specialty Biscuits, Ltd.;UK;112,00;UK
10484;1997-03-24 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;147,00;UK
10484;1997-03-24 00:00:00.000;51;Produce;24;G'day, Mate;Australia;127,20;UK
10485;1997-03-25 00:00:00.000;2;Beverages;1;Exotic Liquids;UK;304,00;Venezuela
10485;1997-03-25 00:00:00.000;3;Condiments;1;Exotic Liquids;UK;160,00;Venezuela
10485;1997-03-25 00:00:00.000;55;Meat/Poultry;25;Ma Maison;Canada;576,00;Venezuela
10485;1997-03-25 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;720,00;Venezuela
10486;1997-03-26 00:00:00.000;11;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;84,00;Venezuela
10486;1997-03-26 00:00:00.000;51;Produce;24;G'day, Mate;Australia;1060,00;Venezuela
10486;1997-03-26 00:00:00.000;74;Produce;4;Tokyo Traders;Japan;128,00;Venezuela
10487;1997-03-26 00:00:00.000;19;Confections;8;Specialty Biscuits, Ltd.;UK;36,50;Brazil
10487;1997-03-26 00:00:00.000;26;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;747,00;Brazil
10487;1997-03-26 00:00:00.000;54;Meat/Poultry;25;Ma Maison;Canada;141,60;Brazil
10488;1997-03-27 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;1320,00;Germany
10488;1997-03-27 00:00:00.000;73;Seafood;17;Svensk Sjöföda AB;Sweden;240,00;Germany
10489;1997-03-28 00:00:00.000;11;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;252,00;Austria
10489;1997-03-28 00:00:00.000;16;Confections;7;Pavlova, Ltd.;Australia;250,20;Austria
10490;1997-03-31 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;2640,00;Venezuela
10490;1997-03-31 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;300,00;Venezuela
10490;1997-03-31 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;223,20;Venezuela
10491;1997-03-31 00:00:00.000;44;Condiments;20;Leka Trading;Singapore;232,50;Portugal
10491;1997-03-31 00:00:00.000;77;Condiments;12;Plutzer Lebensmittelgroßmärkte AG;Germany;72,80;Portugal
10492;1997-04-01 00:00:00.000;25;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;672,00;Canada
10492;1997-04-01 00:00:00.000;42;Grains/Cereals;20;Leka Trading;Singapore;224,00;Canada
10493;1997-04-02 00:00:00.000;65;Condiments;2;New Orleans Cajun Delights;USA;252,00;France
10493;1997-04-02 00:00:00.000;66;Condiments;2;New Orleans Cajun Delights;USA;136,00;France
10493;1997-04-02 00:00:00.000;69;Dairy Products;15;Norske Meierier;Norway;288,00;France
10494;1997-04-02 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;912,00;Brazil
10495;1997-04-03 00:00:00.000;23;Grains/Cereals;9;PB Knäckebröd AB;Sweden;72,00;Canada
10495;1997-04-03 00:00:00.000;41;Seafood;19;New England Seafood Cannery;USA;154,00;Canada
10495;1997-04-03 00:00:00.000;77;Condiments;12;Plutzer Lebensmittelgroßmärkte AG;Germany;52,00;Canada
10496;1997-04-04 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;200,00;Brazil
10497;1997-04-04 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;425,60;Germany
10497;1997-04-04 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;695,00;Germany
10497;1997-04-04 00:00:00.000;77;Condiments;12;Plutzer Lebensmittelgroßmärkte AG;Germany;260,00;Germany
10498;1997-04-07 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;63,00;Venezuela
10498;1997-04-07 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;92,00;Venezuela
10498;1997-04-07 00:00:00.000;42;Grains/Cereals;20;Leka Trading;Singapore;420,00;Venezuela
10499;1997-04-08 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;912,00;Venezuela
10499;1997-04-08 00:00:00.000;49;Confections;23;Karkki Oy;Finland;500,00;Venezuela
10500;1997-04-09 00:00:00.000;15;Condiments;6;Mayumi's;Japan;186,00;France
10500;1997-04-09 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;364,80;France
10501;1997-04-09 00:00:00.000;54;Meat/Poultry;25;Ma Maison;Canada;149,00;Germany
10502;1997-04-10 00:00:00.000;45;Seafood;21;Lyngbysild;Denmark;199,50;Mexico
10502;1997-04-10 00:00:00.000;53;Meat/Poultry;24;G'day, Mate;Australia;196,80;Mexico
10502;1997-04-10 00:00:00.000;67;Beverages;16;Bigfoot Breweries;USA;420,00;Mexico
10503;1997-04-11 00:00:00.000;14;Produce;6;Mayumi's;Japan;1627,50;Ireland
10503;1997-04-11 00:00:00.000;65;Condiments;2;New Orleans Cajun Delights;USA;421,00;Ireland
10504;1997-04-11 00:00:00.000;2;Beverages;1;Exotic Liquids;UK;228,00;USA
10504;1997-04-11 00:00:00.000;21;Confections;8;Specialty Biscuits, Ltd.;UK;120,00;USA
10504;1997-04-11 00:00:00.000;53;Meat/Poultry;24;G'day, Mate;Australia;328,00;USA
10504;1997-04-11 00:00:00.000;61;Condiments;29;Forêts d'érables;Canada;712,50;USA
10505;1997-04-14 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;147,90;Canada
10506;1997-04-15 00:00:00.000;25;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;252,00;Germany
10506;1997-04-15 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;210,00;Germany
10507;1997-04-15 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;690,00;Mexico
10507;1997-04-15 00:00:00.000;48;Confections;22;Zaanse Snoepfabriek;Netherlands;191,25;Mexico
10508;1997-04-16 00:00:00.000;13;Seafood;6;Mayumi's;Japan;60,00;Germany
10508;1997-04-16 00:00:00.000;39;Beverages;18;Aux joyeux ecclésiastiques;France;180,00;Germany
10509;1997-04-17 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;136,80;Germany
10510;1997-04-18 00:00:00.000;29;Meat/Poultry;12;Plutzer Lebensmittelgroßmärkte AG;Germany;4456,44;USA
10510;1997-04-18 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;279,00;USA
10511;1997-04-18 00:00:00.000;4;Condiments;2;New Orleans Cajun Delights;USA;1100,00;France
10511;1997-04-18 00:00:00.000;7;Produce;3;Grandma Kelly's Homestead;USA;1500,00;France
10511;1997-04-18 00:00:00.000;8;Condiments;3;Grandma Kelly's Homestead;USA;400,00;France
10512;1997-04-21 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;45,00;Brazil
10512;1997-04-21 00:00:00.000;46;Seafood;21;Lyngbysild;Denmark;108,00;Brazil
10512;1997-04-21 00:00:00.000;47;Confections;22;Zaanse Snoepfabriek;Netherlands;57,00;Brazil
10512;1997-04-21 00:00:00.000;60;Dairy Products;28;Gai pâturage;France;408,00;Brazil
10513;1997-04-22 00:00:00.000;21;Confections;8;Specialty Biscuits, Ltd.;UK;400,00;Germany
10513;1997-04-22 00:00:00.000;32;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;1600,00;Germany
10513;1997-04-22 00:00:00.000;61;Condiments;29;Forêts d'érables;Canada;427,50;Germany
10514;1997-04-22 00:00:00.000;20;Confections;8;Specialty Biscuits, Ltd.;UK;3159,00;Austria
10514;1997-04-22 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;1596,00;Austria
10514;1997-04-22 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;2660,00;Austria
10514;1997-04-22 00:00:00.000;65;Condiments;2;New Orleans Cajun Delights;USA;820,95;Austria
10514;1997-04-22 00:00:00.000;75;Beverages;12;Plutzer Lebensmittelgroßmärkte AG;Germany;387,50;Austria
10515;1997-04-23 00:00:00.000;9;Meat/Poultry;4;Tokyo Traders;Japan;1552,00;Germany
10515;1997-04-23 00:00:00.000;16;Confections;7;Pavlova, Ltd.;Australia;872,50;Germany
10515;1997-04-23 00:00:00.000;27;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;5268,00;Germany
10515;1997-04-23 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;40,00;Germany
10515;1997-04-23 00:00:00.000;60;Dairy Products;28;Gai pâturage;France;2856,00;Germany
10516;1997-04-24 00:00:00.000;18;Seafood;7;Pavlova, Ltd.;Australia;1562,50;Ireland
10516;1997-04-24 00:00:00.000;41;Seafood;19;New England Seafood Cannery;USA;772,00;Ireland
10516;1997-04-24 00:00:00.000;42;Grains/Cereals;20;Leka Trading;Singapore;280,00;Ireland
10517;1997-04-24 00:00:00.000;52;Grains/Cereals;24;G'day, Mate;Australia;42,00;UK
10517;1997-04-24 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;220,00;UK
10517;1997-04-24 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;90,00;UK
10518;1997-04-25 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;22,50;Mexico
10518;1997-04-25 00:00:00.000;38;Beverages;18;Aux joyeux ecclésiastiques;France;3952,50;Mexico
10518;1997-04-25 00:00:00.000;44;Condiments;20;Leka Trading;Singapore;175,05;Mexico
10519;1997-04-28 00:00:00.000;10;Seafood;4;Tokyo Traders;Japan;496,00;Switzerland
10519;1997-04-28 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;1520,00;Switzerland
10519;1997-04-28 00:00:00.000;60;Dairy Products;28;Gai pâturage;France;340,00;Switzerland
10520;1997-04-29 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;36,00;Norway
10520;1997-04-29 00:00:00.000;53;Meat/Poultry;24;G'day, Mate;Australia;164,00;Norway
10521;1997-04-29 00:00:00.000;35;Beverages;16;Bigfoot Breweries;USA;54,00;Argentina
10521;1997-04-29 00:00:00.000;41;Seafood;19;New England Seafood Cannery;USA;96,50;Argentina
10521;1997-04-29 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;75,00;Argentina
10522;1997-04-30 00:00:00.000;1;Beverages;1;Exotic Liquids;UK;720,00;Germany
10522;1997-04-30 00:00:00.000;8;Condiments;3;Grandma Kelly's Homestead;USA;960,00;Germany
10522;1997-04-30 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;517,80;Germany
10522;1997-04-30 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;460,00;Germany
10523;1997-05-01 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;975,00;UK
10523;1997-05-01 00:00:00.000;20;Confections;8;Specialty Biscuits, Ltd.;UK;1215,00;UK
10523;1997-05-01 00:00:00.000;37;Seafood;17;Svensk Sjöföda AB;Sweden;468,00;UK
10523;1997-05-01 00:00:00.000;41;Seafood;19;New England Seafood Cannery;USA;57,90;UK
10524;1997-05-01 00:00:00.000;10;Seafood;4;Tokyo Traders;Japan;62,00;Sweden
10524;1997-05-01 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;258,90;Sweden
10524;1997-05-01 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;2760,00;Sweden
10524;1997-05-01 00:00:00.000;54;Meat/Poultry;25;Ma Maison;Canada;111,75;Sweden
10525;1997-05-02 00:00:00.000;36;Seafood;17;Svensk Sjöföda AB;Sweden;570,00;France
10525;1997-05-02 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;276,00;France
10526;1997-05-05 00:00:00.000;1;Beverages;1;Exotic Liquids;UK;144,00;Finland
10526;1997-05-05 00:00:00.000;13;Seafood;6;Mayumi's;Japan;60,00;Finland
10526;1997-05-05 00:00:00.000;56;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;1140,00;Finland
10527;1997-05-05 00:00:00.000;4;Condiments;2;New Orleans Cajun Delights;USA;1100,00;Germany
10527;1997-05-05 00:00:00.000;36;Seafood;17;Svensk Sjöföda AB;Sweden;570,00;Germany
10528;1997-05-06 00:00:00.000;11;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;63,00;USA
10528;1997-05-06 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;20,00;USA
10528;1997-05-06 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;313,20;USA
10529;1997-05-07 00:00:00.000;55;Meat/Poultry;25;Ma Maison;Canada;336,00;Belgium
10529;1997-05-07 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;250,00;Belgium
10529;1997-05-07 00:00:00.000;69;Dairy Products;15;Norske Meierier;Norway;360,00;Belgium
10530;1997-05-08 00:00:00.000;17;Meat/Poultry;7;Pavlova, Ltd.;Australia;1560,00;Austria
10530;1997-05-08 00:00:00.000;43;Beverages;20;Leka Trading;Singapore;1150,00;Austria
10530;1997-05-08 00:00:00.000;61;Condiments;29;Forêts d'érables;Canada;570,00;Austria
10530;1997-05-08 00:00:00.000;76;Beverages;23;Karkki Oy;Finland;900,00;Austria
10531;1997-05-08 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;110,00;Argentina
10532;1997-05-09 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;388,35;UK
10532;1997-05-09 00:00:00.000;66;Condiments;2;New Orleans Cajun Delights;USA;408,00;UK
10533;1997-05-12 00:00:00.000;4;Condiments;2;New Orleans Cajun Delights;USA;1100,00;Sweden
10533;1997-05-12 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;835,20;Sweden
10533;1997-05-12 00:00:00.000;73;Seafood;17;Svensk Sjöföda AB;Sweden;360,00;Sweden
10534;1997-05-12 00:00:00.000;30;Seafood;13;Nord-Ost-Fisch Handelsgesellschaft mbH;Germany;258,90;Germany
10534;1997-05-12 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;184,00;Germany
10534;1997-05-12 00:00:00.000;54;Meat/Poultry;25;Ma Maison;Canada;74,50;Germany
10535;1997-05-13 00:00:00.000;11;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;1050,00;Mexico
10535;1997-05-13 00:00:00.000;40;Seafood;19;New England Seafood Cannery;USA;184,00;Mexico
10535;1997-05-13 00:00:00.000;57;Grains/Cereals;26;Pasta Buttini s.r.l.;Italy;97,50;Mexico
10535;1997-05-13 00:00:00.000;59;Dairy Products;28;Gai pâturage;France;825,00;Mexico
10536;1997-05-14 00:00:00.000;12;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;570,00;Germany
10536;1997-05-14 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;250,00;Germany
10536;1997-05-14 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;75,00;Germany
10536;1997-05-14 00:00:00.000;60;Dairy Products;28;Gai pâturage;France;1190,00;Germany
10537;1997-05-14 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;375,00;Switzerland
10537;1997-05-14 00:00:00.000;51;Produce;24;G'day, Mate;Australia;318,00;Switzerland
10537;1997-05-14 00:00:00.000;58;Seafood;27;Escargots Nouveaux;France;265,00;Switzerland
10537;1997-05-14 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;730,80;Switzerland
10537;1997-05-14 00:00:00.000;73;Seafood;17;Svensk Sjöföda AB;Sweden;135,00;Switzerland
10538;1997-05-15 00:00:00.000;70;Beverages;7;Pavlova, Ltd.;Australia;105,00;UK
10538;1997-05-15 00:00:00.000;72;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;34,80;UK
10539;1997-05-16 00:00:00.000;13;Seafood;6;Mayumi's;Japan;48,00;UK
10539;1997-05-16 00:00:00.000;21;Confections;8;Specialty Biscuits, Ltd.;UK;150,00;UK
10539;1997-05-16 00:00:00.000;33;Dairy Products;15;Norske Meierier;Norway;37,50;UK
10539;1997-05-16 00:00:00.000;49;Confections;23;Karkki Oy;Finland;120,00;UK
10540;1997-05-19 00:00:00.000;3;Condiments;1;Exotic Liquids;UK;600,00;Germany
10540;1997-05-19 00:00:00.000;26;Confections;11;Heli Süßwaren GmbH & Co. KG;Germany;1249,20;Germany
10540;1997-05-19 00:00:00.000;38;Beverages;18;Aux joyeux ecclésiastiques;France;7905,00;Germany
10540;1997-05-19 00:00:00.000;68;Confections;8;Specialty Biscuits, Ltd.;UK;437,50;Germany
10541;1997-05-19 00:00:00.000;24;Beverages;10;Refrescos Americanas LTDA;Brazil;157,50;Brazil
10541;1997-05-19 00:00:00.000;38;Beverages;18;Aux joyeux ecclésiastiques;France;1054,00;Brazil
10541;1997-05-19 00:00:00.000;65;Condiments;2;New Orleans Cajun Delights;USA;757,80;Brazil
10541;1997-05-19 00:00:00.000;71;Dairy Products;15;Norske Meierier;Norway;193,50;Brazil
10542;1997-05-20 00:00:00.000;11;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;315,00;Germany
10542;1997-05-20 00:00:00.000;54;Meat/Poultry;25;Ma Maison;Canada;178,80;Germany
10543;1997-05-21 00:00:00.000;12;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;1140,00;Venezuela
10543;1997-05-21 00:00:00.000;23;Grains/Cereals;9;PB Knäckebröd AB;Sweden;630,00;Venezuela
10544;1997-05-21 00:00:00.000;28;Produce;12;Plutzer Lebensmittelgroßmärkte AG;Germany;319,20;USA
10544;1997-05-21 00:00:00.000;67;Beverages;16;Bigfoot Breweries;USA;98,00;USA
10545;1997-05-22 00:00:00.000;11;Dairy Products;5;Cooperativa de Quesos 'Las Cabras';Spain;210,00;USA
10546;1997-05-23 00:00:00.000;7;Produce;3;Grandma Kelly's Homestead;USA;300,00;France
10546;1997-05-23 00:00:00.000;35;Beverages;16;Bigfoot Breweries;USA;540,00;France
10546;1997-05-23 00:00:00.000;62;Confections;29;Forêts d'érables;Canada;1972,00;France
10547;1997-05-23 00:00:00.000;32;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;768,00;UK
10547;1997-05-23 00:00:00.000;36;Seafood;17;Svensk Sjöföda AB;Sweden;1140,00;UK
10548;1997-05-26 00:00:00.000;34;Beverages;16;Bigfoot Breweries;USA;140,00;Germany
10548;1997-05-26 00:00:00.000;41;Seafood;19;New England Seafood Cannery;USA;135,10;Germany
10549;1997-05-27 00:00:00.000;31;Dairy Products;14;Formaggi Fortini s.r.l.;Italy;687,50;Germany
10549;1997-05-27 00:00:00.000;45;Seafood;21;Lyngbysild;Denmark;950,00;Germany
10549;1997-05-27 00:00:00.000;51;Produce;24;G'day, Mate;Australia;2544,00;Germany
